comes;5138026;0.004729745
states;5137104;0.004728896
usually;5132083;0.004724274
companies;5126740;0.004719355
web;5113914;0.004707549
taking;5097243;0.004692202
started;5095304;0.004690417
later;5093070;0.004688361
although;5085126;0.004681048
story;5083276;0.004679345
per;5077217;0.004673768
future;5074920;0.004671653
known;5065947;0.004663393
someone;5061146;0.004658974
across;5022474;0.004623375
rather;5020839;0.00462187
young;5004865;0.004607165
whole;5002105;0.004604624
special;4993760;0.004596942
everything;4985049;0.004588924
months;4972707;0.004577562
anything;4965642;0.004571059
training;4961986;0.004567693
url;4957073;0.004563171
bit;4940344;0.004547771
seen;4935996;0.004543768
product;4929537;0.004537823
american;4918874;0.004528007
please;4907791;0.004517805
management;4906649;0.004516753
cost;4902004;0.004512478
either;4890450;0.004501842
light;4887391;0.004499026
university;4844575;0.004459612
face;4836230;0.00445193
due;4834580;0.004450411
nothing;4822420;0.004439217
human;4818757;0.004435846
event;4798583;0.004417275
history;4791009;0.004410302
probably;4781460;0.004401512
friends;4759587;0.004381377
learn;4752159;0.00437454
current;4748143;0.004370843
tell;4746025;0.004368893
general;4744247;0.004367256
price;4743379;0.004366457
list;4734687;0.004358456
type;4714676;0.004340035
building;4712636;0.004338157
industry;4695699;0.004322566
bad;4684049;0.004311842
check;4671860;0.004300621
everyone;4646596;0.004277365
office;4646109;0.004276917
idea;4637360;0.004268863
internet;4635926;0.004267543
news;4630193;0.004262265
million;4623209;0.004255836
video;4619484;0.004252407
among;4611742;0.004245281
air;4604530;0.004238642
especially;4597926;0.004232562
told;4594204;0.004229136
results;4566804;0.004203913
post;4559810;0.004197475
hours;4551799;0.004190101
international;4537641;0.004177068
center;4536712;0.004176213
understand;4530050;0.00417008
above;4524889;0.004165329
addition;4510786;0.004152347
major;4509936;0.004151564
education;4495164;0.004137966
white;4492763;0.004135756
particular;4489463;0.004132718
problems;4480034;0.004124038
media;4465083;0.004110275
according;4459522;0.004105156
upon;4452694;0.004098871
page;4448650;0.004095148
continue;4439220;0.004086468
black;4437214;0.004084621
study;4433907;0.004081577
issues;4433806;0.004081484
inside;4432348;0.004080142
technology;4417297;0.004066287
five;4416809;0.004065837
value;4411051;0.004060537
further;4390640;0.004041748
access;4388944;0.004040187
reason;4385799;0.004037292
short;4376063;0.004028329
true;4370139;0.004022876
simple;4367494;0.004020441
natural;4349490;0.004003868
amount;4308595;0.003966222
search;4279327;0.00393928
result;4268533;0.003929344
taken;4267439;0.003928337
main;4258350;0.00391997
heart;4238109;0.003901337
space;4222102;0.003886602
financial;4219879;0.003884556
ago;4209067;0.003874603
trying;4209012;0.003874553
question;4202642;0.003868689
living;4201005;0.003867182
likely;4200772;0.003866967
interest;4196629;0.003863154
various;4184421;0.003851916
insurance;4172854;0.003841268
common;4157919;0.00382752
move;4152358;0.0038224
child;4148724;0.003819055
yourself;4133429;0.003804976
report;4128213;0.003800174
certain;4120784;0.003793335
share;4114670;0.003787707
single;4106245;0.003779952
close;4102594;0.003776591
instead;4099791;0.003774011
bring;4098961;0.003773246
works;4097524;0.003771924
age;4071785;0.00374823
s;4060226;0.003737589
season;4058873;0.003736344
hope;4054325;0.003732157
coming;4049900;0.003728084
areas;4034866;0.003714245
ask;4032587;0.003712147
medical;4025434;0.003705562
low;4020452;0.003700976
games;4016899;0.003697705
turn;4006644;0.003688265
key;4003188;0.003685084
party;3987191;0.003670358
add;3975531;0.003659625
month;3974446;0.003658626
seems;3971018;0.00365547
view;3963114;0.003648194
fun;3959538;0.003644902
matter;3947737;0.003634039
words;3940149;0.003627054
needed;3937584;0.003624693
